weather_observation_id,station_name,state,latitude,longitude,crs,measurement_timestamp,rainfall_mm,rainfall_intensity_mm_hr,temperature_c,relative_humidity_pct,wind_speed_mps,surface_pressure_hpa,river_level_m,river_discharge_m3s,forecast_river_level_m,flood_alert_level,data_source,data_status
IN-WX-0648,Lucknow,Uttar Pradesh,26.856414,80.947921,EPSG:4326,2025-06-21 00:00:00,4.68,0.72,26.9,45.9,0.74,1015.1,8.37,815.13,8.24,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0649,Varanasi,Uttar Pradesh,25.318562,82.97477,EPSG:4326,2025-06-21 00:00:00,6.58,0.58,12.2,50.6,4.3,1003.5,8.48,270.55,8.39,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0650,Patna,Bihar,25.595738,85.131057,EPSG:4326,2025-06-21 00:00:00,21.91,1.01,20.5,90.8,10.51,1014.9,5.2,195.84,4.94,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0651,Kolkata,West Bengal,22.565267,88.362865,EPSG:4326,2025-06-21 00:00:00,8.18,0.6,30.3,45.5,12.27,1003.4,2.84,153.8,2.59,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0652,Guwahati,Assam,26.143998,91.726215,EPSG:4326,2025-06-21 00:00:00,24.13,3.04,17.4,93.7,10.33,1011.1,2.15,188.45,2.06,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0653,Bhubaneswar,Odisha,20.291409,85.830425,EPSG:4326,2025-06-21 00:00:00,18.65,2.59,27.0,78.2,2.5,1006.3,6.43,585.05,6.22,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0654,Ranchi,Jharkhand,23.349378,85.311958,EPSG:4326,2025-06-21 00:00:00,4.4,0.33,35.0,80.5,1.6,1011.7,1.53,99.39,1.8,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0655,Bhopal,Madhya Pradesh,23.258888,77.414083,EPSG:4326,2025-06-21 00:00:00,24.29,1.5,19.0,76.8,10.14,1015.0,9.76,853.27,9.7,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0656,Indore,Madhya Pradesh,22.717785,75.855935,EPSG:4326,2025-06-21 00:00:00,14.18,1.14,27.3,60.4,9.54,1016.6,2.44,82.59,2.14,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0657,Raipur,Chhattisgarh,21.252262,81.625141,EPSG:4326,2025-06-21 00:00:00,6.7,0.3,12.1,54.1,13.74,1006.9,8.0,352.36,7.87,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0658,Hyderabad,Telangana,17.37611,78.496271,EPSG:4326,2025-06-21 00:00:00,5.95,0.38,33.7,68.1,11.67,1003.7,3.85,190.0,4.11,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0659,Bengaluru,Karnataka,12.966081,77.592554,EPSG:4326,2025-06-21 00:00:00,21.12,1.39,12.6,64.4,2.73,1019.3,6.2,805.3,6.12,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0660,Mysuru,Karnataka,12.298234,76.631401,EPSG:4326,2025-06-21 00:00:00,35.33,8.55,25.0,76.5,9.81,1009.3,6.91,533.7,6.99,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0661,Chennai,Tamil Nadu,13.084751,80.277103,EPSG:4326,2025-06-21 00:00:00,25.84,3.75,12.0,62.9,8.58,1002.5,3.86,205.82,3.83,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0662,Coimbatore,Tamil Nadu,11.01062,76.954505,EPSG:4326,2025-06-21 00:00:00,17.01,1.48,25.8,76.7,4.99,1006.9,10.0,921.77,10.17,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0663,Kochi,Kerala,9.938069,76.265457,EPSG:4326,2025-06-21 00:00:00,9.92,0.63,29.5,72.7,2.6,1018.4,5.84,451.59,5.84,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0664,Thiruvananthapuram,Kerala,8.52874,76.932417,EPSG:4326,2025-06-21 00:00:00,7.45,0.57,13.2,60.6,11.91,1007.6,3.69,202.42,3.67,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0665,Vijayawada,Andhra Pradesh,16.497966,80.640886,EPSG:4326,2025-06-21 00:00:00,14.84,2.02,17.7,74.7,2.22,1005.5,7.6,911.18,7.74,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0666,Visakhapatnam,Andhra Pradesh,17.688887,83.211825,EPSG:4326,2025-06-21 00:00:00,10.7,1.09,34.8,96.4,13.43,992.3,2.46,103.35,2.45,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0667,Srinagar,Jammu and Kashmir,34.074341,74.802856,EPSG:4326,2025-06-21 00:00:00,10.26,1.53,33.6,46.9,0.69,1015.5,9.46,1051.31,9.25,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0668,Shimla,Himachal Pradesh,31.10086,77.183217,EPSG:4326,2025-06-21 00:00:00,5.1,1.61,18.4,50.1,4.38,998.9,9.83,861.47,9.65,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0669,Dehradun,Uttarakhand,30.323532,78.023608,EPSG:4326,2025-06-21 00:00:00,18.85,1.44,32.7,96.1,4.81,1000.3,7.61,342.63,7.64,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0670,Gaya,Bihar,24.781779,85.00665,EPSG:4326,2025-06-21 00:00:00,13.42,0.59,16.0,80.3,2.61,991.8,2.45,245.13,2.47,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0671,Agra,Uttar Pradesh,27.183476,78.000918,EPSG:4326,2025-06-21 00:00:00,11.16,0.9,23.7,70.4,7.57,1011.7,2.56,116.11,2.44,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0672,Gandhinagar,Gujarat,23.219877,72.635241,EPSG:4326,2025-06-21 00:00:00,10.04,3.05,26.6,82.9,6.7,999.9,3.44,355.63,3.74,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0673,Delhi,Delhi,28.619495,77.21435,EPSG:4326,2025-06-22 00:00:00,6.03,0.26,14.1,63.3,2.42,992.5,9.24,898.47,8.99,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0674,Mumbai,Maharashtra,19.077094,72.880009,EPSG:4326,2025-06-22 00:00:00,27.44,1.18,20.0,71.9,9.95,1011.1,11.13,943.92,10.92,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0675,Pune,Maharashtra,18.529837,73.861558,EPSG:4326,2025-06-22 00:00:00,9.37,0.91,28.0,68.4,3.94,992.9,5.23,560.93,5.52,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0676,Nagpur,Maharashtra,21.141774,79.083877,EPSG:4326,2025-06-22 00:00:00,32.69,11.89,16.9,55.7,6.07,1014.6,10.72,1133.27,10.76,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0677,Ahmedabad,Gujarat,23.018101,72.574973,EPSG:4326,2025-06-22 00:00:00,9.04,0.52,27.8,68.8,3.65,1003.4,3.85,406.91,3.73,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0678,Surat,Gujarat,21.173785,72.840019,EPSG:4326,2025-06-22 00:00:00,18.74,0.88,31.1,56.5,8.63,1005.7,10.14,818.13,10.29,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0679,Jaipur,Rajasthan,26.908176,75.782476,EPSG:4326,2025-06-22 00:00:00,7.23,0.38,13.7,70.3,8.76,1002.9,10.54,842.2,10.6,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0680,Lucknow,Uttar Pradesh,26.85306,80.941529,EPSG:4326,2025-06-22 00:00:00,1.54,0.1,25.7,71.5,2.61,1003.4,1.73,138.38,1.78,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0681,Varanasi,Uttar Pradesh,25.312826,82.971127,EPSG:4326,2025-06-22 00:00:00,43.92,2.77,21.2,88.6,9.05,992.7,6.61,426.12,6.39,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0682,Patna,Bihar,25.594787,85.135235,EPSG:4326,2025-06-22 00:00:00,9.85,0.55,14.1,92.4,12.67,1006.6,7.09,579.52,7.16,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0683,Kolkata,West Bengal,22.564091,88.367278,EPSG:4326,2025-06-22 00:00:00,47.96,4.61,27.6,79.4,13.84,1014.7,8.92,379.67,8.91,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0684,Guwahati,Assam,26.140224,91.741513,EPSG:4326,2025-06-22 00:00:00,1.02,0.04,12.7,58.8,7.65,1012.8,9.88,409.79,9.58,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0685,Bhubaneswar,Odisha,20.300547,85.82509,EPSG:4326,2025-06-22 00:00:00,6.39,0.49,23.1,46.5,4.34,1000.1,8.15,385.67,8.16,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0686,Ranchi,Jharkhand,23.33852,85.301629,EPSG:4326,2025-06-22 00:00:00,4.16,0.25,16.4,86.4,6.37,1016.3,8.73,641.17,8.68,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0687,Bhopal,Madhya Pradesh,23.268334,77.417838,EPSG:4326,2025-06-22 00:00:00,21.85,0.96,30.7,85.7,3.34,1018.9,9.75,460.53,9.66,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0688,Indore,Madhya Pradesh,22.723524,75.851018,EPSG:4326,2025-06-22 00:00:00,5.93,0.43,25.6,56.7,10.22,1016.3,4.85,408.86,4.64,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0689,Raipur,Chhattisgarh,21.255218,81.620611,EPSG:4326,2025-06-22 00:00:00,7.83,0.77,23.0,77.5,11.84,1005.4,2.96,215.03,3.1,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0690,Hyderabad,Telangana,17.394891,78.492365,EPSG:4326,2025-06-22 00:00:00,2.05,0.29,14.2,52.1,5.79,1007.7,1.82,128.39,1.95,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0691,Bengaluru,Karnataka,12.978928,77.592985,EPSG:4326,2025-06-22 00:00:00,18.55,0.96,20.5,47.2,9.97,997.8,4.59,373.93,4.75,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0692,Mysuru,Karnataka,12.288705,76.636684,EPSG:4326,2025-06-22 00:00:00,4.22,0.33,18.3,84.0,10.14,1002.7,7.87,389.93,8.15,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0693,Chennai,Tamil Nadu,13.079769,80.274373,EPSG:4326,2025-06-22 00:00:00,3.44,0.24,12.9,85.8,3.49,1013.1,7.96,297.47,7.7,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0694,Coimbatore,Tamil Nadu,11.021574,76.965316,EPSG:4326,2025-06-22 00:00:00,25.26,1.11,27.6,56.6,3.71,1000.7,9.47,499.65,9.71,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0695,Kochi,Kerala,9.934139,76.265832,EPSG:4326,2025-06-22 00:00:00,30.18,2.45,35.8,48.9,2.75,1008.8,5.33,148.79,5.54,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0696,Thiruvananthapuram,Kerala,8.527157,76.931121,EPSG:4326,2025-06-22 00:00:00,42.03,2.2,19.1,75.2,9.43,1009.6,5.16,418.25,4.9,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0697,Vijayawada,Andhra Pradesh,16.508544,80.649692,EPSG:4326,2025-06-22 00:00:00,4.9,0.37,32.3,67.4,6.79,990.6,7.29,212.7,7.25,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0698,Visakhapatnam,Andhra Pradesh,17.696445,83.22319,EPSG:4326,2025-06-22 00:00:00,15.68,3.41,26.9,89.5,0.63,1014.9,1.32,164.47,1.5,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0699,Srinagar,Jammu and Kashmir,34.075263,74.788092,EPSG:4326,2025-06-22 00:00:00,29.22,1.32,33.0,79.4,4.43,998.8,5.33,589.68,5.51,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0700,Shimla,Himachal Pradesh,31.099521,77.174671,EPSG:4326,2025-06-22 00:00:00,7.62,1.58,35.5,61.5,6.27,1015.5,4.29,480.48,4.53,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
